Numerical Analysis Of A Buckling Beam

Program parameters:
  n       = 300
  N_max   = 200000
  epsilon = 1.000000e-06

Jacobi eigenpair algorithm completed:
  Number of iterations = 108406
  Max. Abs. off-diag.  = 9.99879e-07
  time spent           = 23.9699 s

Eigenvalues:
     Exact    |     Jacobi    |    Armadillo
-1.314870e+00 | -1.314870e+00 | -1.314870e+00
-1.295296e+00 | -1.295296e+00 | -1.295296e+00
-1.275799e+00 | -1.275799e+00 | -1.275799e+00
-1.256381e+00 | -1.256381e+00 | -1.256381e+00
-1.237044e+00 | -1.237044e+00 | -1.237044e+00
-1.217791e+00 | -1.217791e+00 | -1.217791e+00
-1.198622e+00 | -1.198622e+00 | -1.198622e+00
-1.179540e+00 | -1.179540e+00 | -1.179540e+00
-1.160548e+00 | -1.160548e+00 | -1.160548e+00
-1.141648e+00 | -1.141648e+00 | -1.141648e+00
-1.122841e+00 | -1.122841e+00 | -1.122841e+00
-1.104129e+00 | -1.104129e+00 | -1.104129e+00
-1.085515e+00 | -1.085515e+00 | -1.085515e+00
-1.067001e+00 | -1.067001e+00 | -1.067001e+00
-1.048588e+00 | -1.048588e+00 | -1.048588e+00
-1.030279e+00 | -1.030279e+00 | -1.030279e+00
-1.012076e+00 | -1.012076e+00 | -1.012076e+00
-9.939802e-01 | -9.939802e-01 | -9.939802e-01
-9.759940e-01 | -9.759940e-01 | -9.759940e-01
-9.581193e-01 | -9.581193e-01 | -9.581193e-01
-9.403582e-01 | -9.403582e-01 | -9.403582e-01
-9.227125e-01 | -9.227125e-01 | -9.227125e-01
-9.051841e-01 | -9.051841e-01 | -9.051841e-01
-8.877750e-01 | -8.877750e-01 | -8.877750e-01
-8.704871e-01 | -8.704871e-01 | -8.704871e-01
-8.533222e-01 | -8.533222e-01 | -8.533222e-01
-8.362822e-01 | -8.362822e-01 | -8.362822e-01
-8.193690e-01 | -8.193690e-01 | -8.193690e-01
-8.025843e-01 | -8.025843e-01 | -8.025843e-01
-7.859302e-01 | -7.859302e-01 | -7.859302e-01
-7.694083e-01 | -7.694083e-01 | -7.694083e-01
-7.530204e-01 | -7.530204e-01 | -7.530204e-01
-7.367684e-01 | -7.367684e-01 | -7.367684e-01
-7.206540e-01 | -7.206540e-01 | -7.206540e-01
-7.046789e-01 | -7.046789e-01 | -7.046789e-01
-6.888450e-01 | -6.888450e-01 | -6.888450e-01
-6.731538e-01 | -6.731538e-01 | -6.731538e-01
-6.576073e-01 | -6.576073e-01 | -6.576073e-01
-6.422069e-01 | -6.422069e-01 | -6.422069e-01
-6.269545e-01 | -6.269545e-01 | -6.269545e-01
-6.118516e-01 | -6.118516e-01 | -6.118516e-01
-5.969000e-01 | -5.969000e-01 | -5.969000e-01
-5.821012e-01 | -5.821012e-01 | -5.821012e-01
-5.674568e-01 | -5.674568e-01 | -5.674568e-01
-5.529685e-01 | -5.529685e-01 | -5.529685e-01
-5.386378e-01 | -5.386378e-01 | -5.386378e-01
-5.244664e-01 | -5.244664e-01 | -5.244664e-01
-5.104556e-01 | -5.104556e-01 | -5.104556e-01
-4.966072e-01 | -4.966072e-01 | -4.966072e-01
-4.829225e-01 | -4.829225e-01 | -4.829225e-01
-4.694030e-01 | -4.694030e-01 | -4.694030e-01
-4.560503e-01 | -4.560503e-01 | -4.560503e-01
-4.428658e-01 | -4.428658e-01 | -4.428658e-01
-4.298509e-01 | -4.298509e-01 | -4.298509e-01
-4.170070e-01 | -4.170070e-01 | -4.170070e-01
-4.043356e-01 | -4.043356e-01 | -4.043356e-01
-3.918380e-01 | -3.918380e-01 | -3.918380e-01
-3.795156e-01 | -3.795156e-01 | -3.795156e-01
-3.673697e-01 | -3.673697e-01 | -3.673697e-01
-3.554017e-01 | -3.554017e-01 | -3.554017e-01
-3.436128e-01 | -3.436128e-01 | -3.436128e-01
-3.320044e-01 | -3.320044e-01 | -3.320044e-01
-3.205776e-01 | -3.205776e-01 | -3.205776e-01
-3.093338e-01 | -3.093338e-01 | -3.093338e-01
-2.982742e-01 | -2.982742e-01 | -2.982742e-01
-2.873999e-01 | -2.873999e-01 | -2.873999e-01
-2.767123e-01 | -2.767123e-01 | -2.767123e-01
-2.662123e-01 | -2.662123e-01 | -2.662123e-01
-2.559012e-01 | -2.559012e-01 | -2.559012e-01
-2.457801e-01 | -2.457801e-01 | -2.457801e-01
-2.358501e-01 | -2.358501e-01 | -2.358501e-01
-2.261122e-01 | -2.261122e-01 | -2.261122e-01
-2.165676e-01 | -2.165676e-01 | -2.165676e-01
-2.072173e-01 | -2.072173e-01 | -2.072173e-01
-1.980623e-01 | -1.980623e-01 | -1.980623e-01
-1.891035e-01 | -1.891035e-01 | -1.891035e-01
-1.803421e-01 | -1.803421e-01 | -1.803421e-01
-1.717788e-01 | -1.717788e-01 | -1.717788e-01
-1.634147e-01 | -1.634147e-01 | -1.634147e-01
-1.552507e-01 | -1.552507e-01 | -1.552507e-01
-1.472876e-01 | -1.472876e-01 | -1.472876e-01
-1.395264e-01 | -1.395264e-01 | -1.395264e-01
-1.319678e-01 | -1.319678e-01 | -1.319678e-01
-1.246127e-01 | -1.246127e-01 | -1.246127e-01
-1.174619e-01 | -1.174619e-01 | -1.174619e-01
-1.105162e-01 | -1.105162e-01 | -1.105162e-01
-1.037763e-01 | -1.037763e-01 | -1.037763e-01
-9.724295e-02 | -9.724295e-02 | -9.724295e-02
-9.091689e-02 | -9.091689e-02 | -9.091689e-02
-8.479880e-02 | -8.479880e-02 | -8.479880e-02
-7.888934e-02 | -7.888934e-02 | -7.888934e-02
-7.318915e-02 | -7.318915e-02 | -7.318915e-02
-6.769885e-02 | -6.769885e-02 | -6.769885e-02
-6.241905e-02 | -6.241905e-02 | -6.241905e-02
-5.735032e-02 | -5.735032e-02 | -5.735032e-02
-5.249321e-02 | -5.249321e-02 | -5.249321e-02
-4.784824e-02 | -4.784825e-02 | -4.784824e-02
-4.341594e-02 | -4.341594e-02 | -4.341594e-02
-3.919677e-02 | -3.919677e-02 | -3.919677e-02
-3.519120e-02 | -3.519120e-02 | -3.519120e-02
-3.139966e-02 | -3.139966e-02 | -3.139966e-02
-2.782257e-02 | -2.782257e-02 | -2.782257e-02
-2.446031e-02 | -2.446031e-02 | -2.446031e-02
-2.131326e-02 | -2.131326e-02 | -2.131326e-02
-1.838176e-02 | -1.838176e-02 | -1.838176e-02
-1.566612e-02 | -1.566612e-02 | -1.566612e-02
-1.316664e-02 | -1.316664e-02 | -1.316664e-02
-1.088360e-02 | -1.088360e-02 | -1.088360e-02
-8.817235e-03 | -8.817235e-03 | -8.817235e-03
-6.967779e-03 | -6.967779e-03 | -6.967779e-03
-5.335433e-03 | -5.335432e-03 | -5.335433e-03
-3.920372e-03 | -3.920373e-03 | -3.920372e-03
-2.722753e-03 | -2.722753e-03 | -2.722753e-03
-1.742704e-03 | -1.742704e-03 | -1.742704e-03
-9.803334e-04 | -9.803335e-04 | -9.803334e-04
-4.357235e-04 | -4.357235e-04 | -4.357235e-04
-1.089338e-04 | -1.089341e-04 | -1.089338e-04

Eigenvectors:

eigenvalue = -3.999891e+00:
    Jacobi    |    Armadillo
-8.500166e-04 | -8.507604e-04
+1.700342e-03 | +1.701428e-03
-2.550786e-03 | +2.551910e-03
+3.400852e-03 | -3.402115e-03
-4.250436e-03 | -4.251948e-03
+5.099672e-03 | +5.101319e-03
-5.948108e-03 | +5.950134e-03
+6.795699e-03 | -6.798301e-03
-7.642792e-03 | -7.645727e-03
+8.488799e-03 | +8.492320e-03
-9.334010e-03 | +9.337988e-03
+1.017824e-02 | -1.018264e-02
-1.102107e-02 | -1.102618e-02
+1.186260e-02 | +1.186852e-02
-1.270294e-02 | +1.270957e-02
+1.354175e-02 | -1.354923e-02
-1.437910e-02 | -1.438742e-02
+1.521466e-02 | +1.522404e-02
-1.604831e-02 | +1.605900e-02
+1.688015e-02 | -1.689221e-02
-1.770991e-02 | -1.772358e-02
+1.853742e-02 | +1.855303e-02
-1.936278e-02 | +1.938045e-02
+2.018587e-02 | -2.020576e-02
-2.100669e-02 | -2.102886e-02
+2.182539e-02 | +2.184968e-02
-2.264158e-02 | +2.266812e-02
+2.345606e-02 | -2.348409e-02
-2.426845e-02 | -2.429749e-02
+2.507837e-02 | +2.510826e-02
-2.588578e-02 | +2.591629e-02
+2.669067e-02 | -2.672149e-02
-2.749295e-02 | +2.752378e-02
+2.829225e-02 | +2.832308e-02
-2.908868e-02 | -2.911929e-02
+2.988181e-02 | -2.991233e-02
-3.067170e-02 | -3.070211e-02
+3.145815e-02 | +3.148854e-02
-3.224129e-02 | +3.227155e-02
+3.302113e-02 | -3.305103e-02
-3.379717e-02 | +3.382692e-02
+3.456928e-02 | +3.459913e-02
-3.533810e-02 | +3.536756e-02
+3.610331e-02 | -3.613214e-02
-3.686477e-02 | +3.689279e-02
+3.762245e-02 | +3.764942e-02
-3.837640e-02 | +3.840194e-02
+3.912633e-02 | -3.915029e-02
-3.987204e-02 | +3.989436e-02
+4.061348e-02 | +4.063410e-02
-4.135020e-02 | -4.136940e-02
+4.208253e-02 | -4.210020e-02
-4.281066e-02 | -4.282641e-02
+4.353431e-02 | +4.354796e-02
-4.425277e-02 | +4.426477e-02
+4.496613e-02 | -4.497675e-02
-4.567423e-02 | -4.568383e-02
+4.637741e-02 | +4.638594e-02
-4.707525e-02 | +4.708299e-02
+4.776804e-02 | -4.777491e-02
-4.845560e-02 | -4.846163e-02
+4.913810e-02 | +4.914307e-02
-4.981520e-02 | -4.981916e-02
+5.048683e-02 | -5.048982e-02
-5.115287e-02 | -5.115498e-02
+5.181332e-02 | +5.181457e-02
-5.246823e-02 | +5.246851e-02
+5.311710e-02 | -5.311674e-02
-5.376020e-02 | -5.375918e-02
+5.439723e-02 | +5.439577e-02
-5.502808e-02 | +5.502643e-02
+5.565307e-02 | -5.565109e-02
-5.627162e-02 | -5.626970e-02
+5.688414e-02 | +5.688217e-02
-5.749049e-02 | +5.748845e-02
+5.809084e-02 | -5.808846e-02
-5.868510e-02 | -5.868215e-02
+5.927293e-02 | +5.926944e-02
-5.985461e-02 | +5.985028e-02
+6.042989e-02 | -6.042460e-02
-6.099877e-02 | -6.099234e-02
+6.156064e-02 | +6.155343e-02
-6.211560e-02 | +6.210782e-02
+6.266400e-02 | -6.265544e-02
-6.320553e-02 | -6.319623e-02
+6.374021e-02 | +6.373014e-02
-6.426773e-02 | +6.425711e-02
+6.478811e-02 | -6.477708e-02
-6.530158e-02 | +6.529000e-02
+6.580766e-02 | +6.579580e-02
-6.630672e-02 | +6.629443e-02
+6.679869e-02 | -6.678584e-02
-6.728294e-02 | +6.726998e-02
+6.775967e-02 | +6.774679e-02
-6.822928e-02 | +6.821622e-02
+6.869136e-02 | -6.867821e-02
-6.914587e-02 | -6.913273e-02
+6.959265e-02 | +6.957971e-02
-7.003215e-02 | +7.001912e-02
+7.046409e-02 | -7.045090e-02
-7.088813e-02 | -7.087500e-02
+7.130396e-02 | +7.129138e-02
-7.171203e-02 | +7.170000e-02
+7.211230e-02 | -7.210081e-02
-7.250473e-02 | -7.249376e-02
+7.288915e-02 | +7.287882e-02
-7.326510e-02 | +7.325593e-02
+7.363312e-02 | -7.362507e-02
-7.399307e-02 | -7.398618e-02
+7.434519e-02 | +7.433924e-02
-7.468949e-02 | +7.468420e-02
+7.502586e-02 | -7.502102e-02
-7.535429e-02 | -7.534967e-02
+7.567505e-02 | +7.567011e-02
-7.598769e-02 | +7.598231e-02
+7.629189e-02 | -7.628623e-02
-7.658755e-02 | -7.658185e-02
+7.687513e-02 | +7.686911e-02
-7.715407e-02 | +7.714801e-02
+7.742447e-02 | -7.741850e-02
-7.768627e-02 | -7.768056e-02
+7.793960e-02 | +7.793416e-02
-7.818459e-02 | +7.817926e-02
+7.842102e-02 | -7.841585e-02
-7.864903e-02 | -7.864390e-02
+7.886814e-02 | +7.886338e-02
-7.907889e-02 | +7.907427e-02
+7.928142e-02 | -7.927655e-02
-7.947568e-02 | +7.947019e-02
+7.966111e-02 | +7.965517e-02
-7.983793e-02 | -7.983148e-02
+8.000568e-02 | -7.999909e-02
-8.016485e-02 | -8.015799e-02
+8.031490e-02 | +8.030815e-02
-8.045609e-02 | +8.044956e-02
+8.058884e-02 | -8.058222e-02
-8.071292e-02 | -8.070609e-02
+8.082810e-02 | +8.082117e-02
-8.093423e-02 | +8.092745e-02
+8.103125e-02 | -8.102491e-02
-8.111904e-02 | +8.111355e-02
+8.119815e-02 | +8.119335e-02
-8.126825e-02 | -8.126430e-02
+8.132942e-02 | -8.132640e-02
-8.138137e-02 | -8.137965e-02
+8.142448e-02 | +8.142402e-02
-8.145878e-02 | -8.145953e-02
+8.148439e-02 | -8.148617e-02
-8.150075e-02 | +8.150393e-02
+8.150845e-02 | +8.151280e-02
-8.150695e-02 | -8.151280e-02
+8.149706e-02 | -8.150393e-02
-8.147825e-02 | +8.148617e-02
+8.145035e-02 | +8.145953e-02
-8.141392e-02 | -8.142402e-02
+8.136909e-02 | -8.137965e-02
-8.131543e-02 | -8.132640e-02
+8.125265e-02 | +8.126430e-02
-8.118158e-02 | -8.119335e-02
+8.110182e-02 | -8.111355e-02
-8.101371e-02 | -8.102491e-02
+8.091701e-02 | +8.092745e-02
-8.081169e-02 | +8.082117e-02
+8.069754e-02 | -8.070609e-02
-8.057425e-02 | -8.058222e-02
+8.044238e-02 | +8.044956e-02
-8.030195e-02 | +8.030815e-02
+8.015241e-02 | -8.015799e-02
-7.999427e-02 | +7.999909e-02
+7.982782e-02 | +7.983148e-02
-7.965244e-02 | +7.965517e-02
+7.946843e-02 | -7.947019e-02
-7.927603e-02 | -7.927655e-02
+7.907496e-02 | +7.907427e-02
-7.886556e-02 | +7.886338e-02
+7.864727e-02 | -7.864390e-02
-7.842036e-02 | +7.841585e-02
+7.818503e-02 | +7.817926e-02
-7.794145e-02 | +7.793416e-02
+7.768928e-02 | -7.768056e-02
-7.742871e-02 | -7.741850e-02
+7.715953e-02 | +7.714801e-02
-7.688192e-02 | +7.686911e-02
+7.659601e-02 | -7.658185e-02
-7.630167e-02 | -7.628623e-02
+7.599884e-02 | +7.598231e-02
-7.568755e-02 | +7.567011e-02
+7.536779e-02 | -7.534967e-02
-7.503968e-02 | +7.502102e-02
+7.470290e-02 | +7.468420e-02
-7.435725e-02 | +7.433924e-02
+7.400361e-02 | -7.398618e-02
-7.364184e-02 | -7.362507e-02
+7.327191e-02 | +7.325593e-02
-7.289408e-02 | +7.287882e-02
+7.250826e-02 | -7.249376e-02
-7.211465e-02 | -7.210081e-02
+7.171374e-02 | +7.170000e-02
-7.130512e-02 | +7.129138e-02
+7.088862e-02 | -7.087500e-02
-7.046422e-02 | -7.045090e-02
+7.003186e-02 | +7.001912e-02
-6.959182e-02 | -6.957971e-02
+6.914456e-02 | -6.913273e-02
-6.868959e-02 | -6.867821e-02
+6.822705e-02 | +6.821622e-02
-6.775710e-02 | +6.774679e-02
+6.727993e-02 | -6.726998e-02
-6.679540e-02 | -6.678584e-02
+6.630355e-02 | +6.629443e-02
-6.580455e-02 | +6.579580e-02
+6.529870e-02 | -6.529000e-02
-6.478584e-02 | -6.477708e-02
+6.426583e-02 | +6.425711e-02
-6.373858e-02 | +6.373014e-02
+6.320398e-02 | -6.319623e-02
-6.266239e-02 | -6.265544e-02
+6.211386e-02 | +6.210782e-02
-6.155908e-02 | +6.155343e-02
+6.099724e-02 | -6.099234e-02
-6.042904e-02 | +6.042460e-02
+5.985382e-02 | +5.985028e-02
-5.927251e-02 | +5.926944e-02
+5.868457e-02 | -5.868215e-02
-5.809000e-02 | -5.808846e-02
+5.748915e-02 | +5.748845e-02
-5.688211e-02 | +5.688217e-02
+5.626902e-02 | -5.626970e-02
-5.564961e-02 | -5.565109e-02
+5.502453e-02 | +5.502643e-02
-5.439309e-02 | +5.439577e-02
+5.375568e-02 | -5.375918e-02
-5.311232e-02 | +5.311674e-02
+5.246335e-02 | +5.246851e-02
-5.180846e-02 | -5.181457e-02
+5.114794e-02 | -5.115498e-02
-5.048165e-02 | -5.048982e-02
+4.981009e-02 | +4.981916e-02
-4.913292e-02 | +4.914307e-02
+4.845019e-02 | -4.846163e-02
-4.776237e-02 | -4.777491e-02
+4.706922e-02 | +4.708299e-02
-4.637128e-02 | +4.638594e-02
+4.566852e-02 | -4.568383e-02
-4.496093e-02 | -4.497675e-02
+4.424845e-02 | +4.426477e-02
-4.353140e-02 | -4.354796e-02
+4.280965e-02 | -4.282641e-02
-4.208337e-02 | +4.210020e-02
+4.135272e-02 | +4.136940e-02
-4.061723e-02 | -4.063410e-02
+3.987723e-02 | -3.989436e-02
-3.913297e-02 | +3.915029e-02
+3.838400e-02 | +3.840194e-02
-3.763110e-02 | -3.764942e-02
+3.687431e-02 | -3.689279e-02
-3.611327e-02 | +3.613214e-02
+3.534830e-02 | +3.536756e-02
-3.457933e-02 | -3.459913e-02
+3.380671e-02 | -3.382692e-02
