Numerical Analysis Of A Buckling Beam

Program parameters:
  n       = 300
  N_max   = 200000
  epsilon = 1.000000e-02

Jacobi eigenpair algorithm completed:
  Number of iterations = 11063
  Max. Abs. off-diag.  = 0.00999536
  time spent           = 3.26585 s

Eigenvalues:
     Exact    |     Jacobi    |    Armadillo
-2.383781e+00 | -2.379539e+00 | -2.383781e+00
-2.363274e+00 | -2.365599e+00 | -2.363274e+00
-2.342727e+00 | -2.337763e+00 | -2.342727e+00
-2.322143e+00 | -2.326586e+00 | -2.322143e+00
-2.301524e+00 | -2.301132e+00 | -2.301524e+00
-2.280872e+00 | -2.282822e+00 | -2.280872e+00
-2.260190e+00 | -2.260683e+00 | -2.260190e+00
-2.239479e+00 | -2.235767e+00 | -2.239479e+00
-2.218742e+00 | -2.222121e+00 | -2.218742e+00
-2.197982e+00 | -2.197787e+00 | -2.197982e+00
-2.177199e+00 | -2.172190e+00 | -2.177199e+00
-2.156398e+00 | -2.160097e+00 | -2.156398e+00
-2.135579e+00 | -2.130000e+00 | -2.135579e+00
-2.114746e+00 | -2.110859e+00 | -2.114746e+00
-2.093900e+00 | -2.095953e+00 | -2.093900e+00
-2.073044e+00 | -2.079725e+00 | -2.073044e+00
-2.052180e+00 | -2.048239e+00 | -2.052180e+00
-2.031310e+00 | -2.031060e+00 | -2.031310e+00
-2.010437e+00 | -2.011699e+00 | -2.010437e+00
-1.989563e+00 | -1.992149e+00 | -1.989563e+00
-1.968690e+00 | -1.968570e+00 | -1.968690e+00
-1.947820e+00 | -1.944542e+00 | -1.947820e+00
-1.926956e+00 | -1.925475e+00 | -1.926956e+00
-1.906100e+00 | -1.911483e+00 | -1.906100e+00
-1.885254e+00 | -1.881412e+00 | -1.885254e+00
-1.864421e+00 | -1.868447e+00 | -1.864421e+00
-1.843602e+00 | -1.843502e+00 | -1.843602e+00
-1.822801e+00 | -1.822616e+00 | -1.822801e+00
-1.802018e+00 | -1.800234e+00 | -1.802018e+00
-1.781258e+00 | -1.781870e+00 | -1.781258e+00
-1.760521e+00 | -1.760581e+00 | -1.760521e+00
-1.739810e+00 | -1.736989e+00 | -1.739810e+00
-1.719128e+00 | -1.725016e+00 | -1.719128e+00
-1.698476e+00 | -1.700308e+00 | -1.698476e+00
-1.677857e+00 | -1.673998e+00 | -1.677857e+00
-1.657273e+00 | -1.659805e+00 | -1.657273e+00
-1.636726e+00 | -1.633217e+00 | -1.636726e+00
-1.616219e+00 | -1.620254e+00 | -1.616219e+00
-1.595754e+00 | -1.587962e+00 | -1.595754e+00
-1.575333e+00 | -1.584317e+00 | -1.575333e+00
-1.554958e+00 | -1.556311e+00 | -1.554958e+00
-1.534632e+00 | -1.532269e+00 | -1.534632e+00
-1.514356e+00 | -1.515168e+00 | -1.514356e+00
-1.494133e+00 | -1.492244e+00 | -1.494133e+00
-1.473966e+00 | -1.476457e+00 | -1.473966e+00
-1.453855e+00 | -1.454265e+00 | -1.453855e+00
-1.433804e+00 | -1.433647e+00 | -1.433804e+00
-1.413815e+00 | -1.408522e+00 | -1.413815e+00
-1.393890e+00 | -1.396792e+00 | -1.393890e+00
-1.374030e+00 | -1.371763e+00 | -1.374030e+00
-1.354239e+00 | -1.356010e+00 | -1.354239e+00
-1.334518e+00 | -1.336425e+00 | -1.334518e+00
-1.314870e+00 | -1.316818e+00 | -1.314870e+00
-1.295296e+00 | -1.294311e+00 | -1.295296e+00
-1.275799e+00 | -1.274804e+00 | -1.275799e+00
-1.256381e+00 | -1.251182e+00 | -1.256381e+00
-1.237044e+00 | -1.237381e+00 | -1.237044e+00
-1.217791e+00 | -1.222034e+00 | -1.217791e+00
-1.198622e+00 | -1.193978e+00 | -1.198622e+00
-1.179540e+00 | -1.170175e+00 | -1.179540e+00
-1.160548e+00 | -1.168758e+00 | -1.160548e+00
-1.141648e+00 | -1.138748e+00 | -1.141648e+00
-1.122841e+00 | -1.128895e+00 | -1.122841e+00
-1.104129e+00 | -1.102409e+00 | -1.104129e+00
-1.085515e+00 | -1.079472e+00 | -1.085515e+00
-1.067001e+00 | -1.075848e+00 | -1.067001e+00
-1.048588e+00 | -1.052043e+00 | -1.048588e+00
-1.030279e+00 | -1.028103e+00 | -1.030279e+00
-1.012076e+00 | -1.015913e+00 | -1.012076e+00
-9.939802e-01 | -9.900092e-01 | -9.939802e-01
-9.759940e-01 | -9.782517e-01 | -9.759940e-01
-9.581193e-01 | -9.507242e-01 | -9.581193e-01
-9.403582e-01 | -9.438492e-01 | -9.403582e-01
-9.227125e-01 | -9.238297e-01 | -9.227125e-01
-9.051841e-01 | -9.073264e-01 | -9.051841e-01
-8.877750e-01 | -8.904362e-01 | -8.877750e-01
-8.704871e-01 | -8.664624e-01 | -8.704871e-01
-8.533222e-01 | -8.505244e-01 | -8.533222e-01
-8.362822e-01 | -8.388664e-01 | -8.362822e-01
-8.193690e-01 | -8.237665e-01 | -8.193690e-01
-8.025843e-01 | -8.010768e-01 | -8.025843e-01
-7.859302e-01 | -7.820192e-01 | -7.859302e-01
-7.694083e-01 | -7.743010e-01 | -7.694083e-01
-7.530204e-01 | -7.544887e-01 | -7.530204e-01
-7.367684e-01 | -7.387439e-01 | -7.367684e-01
-7.206540e-01 | -7.133312e-01 | -7.206540e-01
-7.046789e-01 | -7.130194e-01 | -7.046789e-01
-6.888450e-01 | -6.845353e-01 | -6.888450e-01
-6.731538e-01 | -6.783260e-01 | -6.731538e-01
-6.576073e-01 | -6.580954e-01 | -6.576073e-01
-6.422069e-01 | -6.365354e-01 | -6.422069e-01
-6.269545e-01 | -6.293828e-01 | -6.269545e-01
-6.118516e-01 | -6.090870e-01 | -6.118516e-01
-5.969000e-01 | -6.007722e-01 | -5.969000e-01
-5.821012e-01 | -5.758349e-01 | -5.821012e-01
-5.674568e-01 | -5.741997e-01 | -5.674568e-01
-5.529685e-01 | -5.522064e-01 | -5.529685e-01
-5.386378e-01 | -5.342862e-01 | -5.386378e-01
-5.244664e-01 | -5.306146e-01 | -5.244664e-01
-5.104556e-01 | -5.145101e-01 | -5.104556e-01
-4.966072e-01 | -4.982758e-01 | -4.966072e-01
-4.829225e-01 | -4.762867e-01 | -4.829225e-01
-4.694030e-01 | -4.724451e-01 | -4.694030e-01
-4.560503e-01 | -4.582903e-01 | -4.560503e-01
-4.428658e-01 | -4.437424e-01 | -4.428658e-01
-4.298509e-01 | -4.247783e-01 | -4.298509e-01
-4.170070e-01 | -4.173332e-01 | -4.170070e-01
-4.043356e-01 | -4.088498e-01 | -4.043356e-01
-3.918380e-01 | -3.842954e-01 | -3.918380e-01
-3.795156e-01 | -3.823433e-01 | -3.795156e-01
-3.673697e-01 | -3.642251e-01 | -3.673697e-01
-3.554017e-01 | -3.622008e-01 | -3.554017e-01
-3.436128e-01 | -3.437264e-01 | -3.436128e-01
-3.320044e-01 | -3.323084e-01 | -3.320044e-01
-3.205776e-01 | -3.226525e-01 | -3.205776e-01
-3.093338e-01 | -3.045106e-01 | -3.093338e-01
-2.982742e-01 | -2.983946e-01 | -2.982742e-01
-2.873999e-01 | -2.957599e-01 | -2.873999e-01
-2.767123e-01 | -2.760896e-01 | -2.767123e-01
-2.662123e-01 | -2.669505e-01 | -2.662123e-01
-2.559012e-01 | -2.523776e-01 | -2.559012e-01
-2.457801e-01 | -2.504150e-01 | -2.457801e-01
-2.358501e-01 | -2.395190e-01 | -2.358501e-01
-2.261122e-01 | -2.281457e-01 | -2.261122e-01
-2.165676e-01 | -2.162097e-01 | -2.165676e-01
-2.072173e-01 | -2.099488e-01 | -2.072173e-01
-1.980623e-01 | -1.941155e-01 | -1.980623e-01
-1.891035e-01 | -1.879461e-01 | -1.891035e-01
-1.803421e-01 | -1.766083e-01 | -1.803421e-01
-1.717788e-01 | -1.760281e-01 | -1.717788e-01
-1.634147e-01 | -1.733910e-01 | -1.634147e-01
-1.552507e-01 | -1.509805e-01 | -1.552507e-01
-1.472876e-01 | -1.502062e-01 | -1.472876e-01
-1.395264e-01 | -1.411908e-01 | -1.395264e-01
-1.319678e-01 | -1.340801e-01 | -1.319678e-01
-1.246127e-01 | -1.326673e-01 | -1.246127e-01
-1.174619e-01 | -1.154910e-01 | -1.174619e-01
-1.105162e-01 | -1.145741e-01 | -1.105162e-01
-1.037763e-01 | -1.030767e-01 | -1.037763e-01
-9.724295e-02 | -9.553477e-02 | -9.724295e-02
-9.091689e-02 | -8.984834e-02 | -9.091689e-02
-8.479880e-02 | -8.952397e-02 | -8.479880e-02
-7.888934e-02 | -7.762950e-02 | -7.888934e-02
-7.318915e-02 | -7.438689e-02 | -7.318915e-02
-6.769885e-02 | -7.378329e-02 | -6.769885e-02
-6.241905e-02 | -6.601774e-02 | -6.241905e-02
-5.735032e-02 | -6.020737e-02 | -5.735032e-02
-5.249321e-02 | -5.151118e-02 | -5.249321e-02
-4.784824e-02 | -4.728386e-02 | -4.784824e-02
-4.341594e-02 | -4.643507e-02 | -4.341594e-02
-3.919677e-02 | -4.313420e-02 | -3.919677e-02
-3.519120e-02 | -3.441777e-02 | -3.519120e-02
-3.139966e-02 | -3.021727e-02 | -3.139966e-02
-2.782257e-02 | -2.996249e-02 | -2.782257e-02
-2.446031e-02 | -2.918842e-02 | -2.446031e-02
-2.131326e-02 | -2.029153e-02 | -2.131326e-02
-1.838176e-02 | -2.006452e-02 | -1.838176e-02
-1.566612e-02 | -2.004272e-02 | -1.566612e-02
-1.316664e-02 | -1.967727e-02 | -1.316664e-02
-1.088360e-02 | -1.924696e-02 | -1.088360e-02
-8.817235e-03 | -1.905492e-02 | -8.817235e-03
-6.967779e-03 | -1.803921e-02 | -6.967779e-03
-5.335433e-03 | -1.733423e-02 | -5.335433e-03
-3.920372e-03 | -1.454124e-02 | -3.920372e-03
-2.722753e-03 | -1.010976e-02 | -2.722753e-03
-1.742704e-03 | -9.788815e-03 | -1.742704e-03
-9.803334e-04 | -9.520697e-03 | -9.803334e-04
-4.357235e-04 | -8.834744e-03 | -4.357235e-04
-1.089338e-04 | -8.736334e-03 | -1.089338e-04

Eigenvectors:

eigenvalue = -3.992141e+00:
    Jacobi    |    Armadillo
-7.822706e-05 | -8.507604e-04
-4.959067e-04 | +1.701428e-03
+2.792701e-03 | +2.551910e-03
-2.355260e-03 | -3.402115e-03
-1.547093e-03 | -4.251948e-03
+2.607066e-03 | +5.101319e-03
-8.845563e-04 | +5.950134e-03
-1.369456e-04 | -6.798301e-03
+7.884036e-05 | -7.645727e-03
+7.219248e-04 | +8.492320e-03
+4.918118e-04 | +9.337988e-03
-2.825343e-03 | -1.018264e-02
+2.046883e-03 | -1.102618e-02
-5.105037e-04 | +1.186852e-02
-8.769239e-04 | +1.270957e-02
+1.978671e-03 | -1.354923e-02
-1.674767e-03 | -1.438742e-02
+9.666407e-04 | +1.522404e-02
+2.590685e-04 | +1.605900e-02
-9.408761e-04 | -1.689221e-02
+3.848420e-04 | -1.772358e-02
-1.746304e-03 | +1.855303e-02
+1.860245e-03 | +1.938045e-02
+1.345845e-03 | -2.020576e-02
-1.122713e-03 | -2.102886e-02
+1.520546e-04 | +2.184968e-02
-1.967720e-03 | +2.266812e-02
+1.302270e-03 | -2.348409e-02
+1.015677e-03 | -2.429749e-02
-2.042414e-03 | +2.510826e-02
+1.649457e-03 | +2.591629e-02
-6.405669e-04 | -2.672149e-02
-5.574641e-04 | +2.752378e-02
+6.179668e-04 | +2.832308e-02
-6.660542e-04 | -2.911929e-02
+1.408501e-03 | -2.991233e-02
-1.742931e-03 | -3.070211e-02
+3.938769e-04 | +3.148854e-02
+1.923913e-03 | +3.227155e-02
-1.722809e-03 | -3.305103e-02
+1.146192e-03 | +3.382692e-02
-1.019190e-03 | +3.459913e-02
-6.564318e-04 | +3.536756e-02
+9.375083e-04 | -3.613214e-02
+1.273671e-04 | +3.689279e-02
+1.398074e-03 | +3.764942e-02
-1.773421e-03 | +3.840194e-02
-9.948624e-04 | -3.915029e-02
+6.890400e-04 | +3.989436e-02
-7.185299e-04 | +4.063410e-02
+1.839539e-03 | -4.136940e-02
+1.905627e-04 | -4.210020e-02
-1.828436e-03 | -4.282641e-02
+1.355549e-03 | +4.354796e-02
+6.725997e-04 | +4.426477e-02
-9.436392e-04 | -4.497675e-02
-8.121012e-04 | -4.568383e-02
+5.724890e-04 | +4.638594e-02
+2.295458e-03 | +4.708299e-02
-2.756100e-03 | -4.777491e-02
+7.646844e-04 | -4.846163e-02
+2.428270e-03 | +4.914307e-02
-4.560873e-03 | -4.981916e-02
+1.218546e-03 | -5.048982e-02
+6.400758e-04 | -5.115498e-02
+1.188571e-03 | +5.181457e-02
+7.535806e-04 | +5.246851e-02
-2.807499e-03 | -5.311674e-02
+2.606747e-03 | -5.375918e-02
-1.769115e-03 | +5.439577e-02
-9.284257e-04 | +5.502643e-02
+2.614009e-03 | -5.565109e-02
-2.099949e-03 | -5.626970e-02
+2.078647e-03 | +5.688217e-02
-1.269172e-03 | +5.748845e-02
+6.471703e-04 | -5.808846e-02
+1.818288e-04 | -5.868215e-02
-2.671586e-03 | +5.926944e-02
+1.921439e-03 | +5.985028e-02
-1.097197e-03 | -6.042460e-02
+2.104161e-03 | -6.099234e-02
+4.217274e-04 | +6.155343e-02
-1.724475e-03 | +6.210782e-02
+3.621907e-03 | -6.265544e-02
-4.170003e-03 | -6.319623e-02
-7.862585e-04 | +6.373014e-02
+4.369355e-03 | +6.425711e-02
-3.685206e-03 | -6.477708e-02
+1.274344e-03 | +6.529000e-02
-1.989819e-03 | +6.579580e-02
+2.486824e-03 | +6.629443e-02
+5.832210e-04 | -6.678584e-02
-4.555505e-03 | +6.726998e-02
+4.354348e-03 | +6.774679e-02
-1.103959e-03 | +6.821622e-02
-2.511113e-04 | -6.867821e-02
+2.411401e-03 | -6.913273e-02
-2.044925e-03 | +6.957971e-02
+2.830752e-04 | +7.001912e-02
+9.380109e-04 | -7.045090e-02
-5.690058e-04 | -7.087500e-02
-1.272861e-03 | +7.129138e-02
+7.832718e-04 | +7.170000e-02
+1.402745e-03 | -7.210081e-02
-1.648381e-04 | -7.249376e-02
+1.417807e-03 | +7.287882e-02
-9.830495e-04 | +7.325593e-02
-2.823056e-04 | -7.362507e-02
-1.208514e-03 | -7.398618e-02
-1.710469e-03 | +7.433924e-02
+4.948260e-03 | +7.468420e-02
-1.130843e-03 | -7.502102e-02
-1.768902e-03 | -7.534967e-02
+1.285072e-03 | +7.567011e-02
-2.510773e-03 | +7.598231e-02
+1.991561e-03 | -7.628623e-02
-2.172511e-04 | -7.658185e-02
-1.524137e-03 | +7.686911e-02
+2.431068e-03 | +7.714801e-02
-1.771541e-03 | -7.741850e-02
+1.384948e-03 | -7.768056e-02
+2.131099e-03 | +7.793416e-02
-9.130658e-04 | +7.817926e-02
+1.323492e-03 | -7.841585e-02
-7.569420e-03 | -7.864390e-02
+1.042277e-02 | +7.886338e-02
-1.040325e-02 | +7.907427e-02
+5.636166e-03 | -7.927655e-02
+1.616644e-03 | +7.947019e-02
-6.468416e-03 | +7.965517e-02
+1.108889e-02 | -7.983148e-02
-1.130677e-02 | -7.999909e-02
+9.120896e-03 | -8.015799e-02
-5.540101e-03 | +8.030815e-02
+3.931345e-03 | +8.044956e-02
+1.876311e-03 | -8.058222e-02
-5.495017e-03 | -8.070609e-02
+5.312790e-03 | +8.082117e-02
-7.598537e-03 | +8.092745e-02
+9.297226e-03 | -8.102491e-02
-8.857529e-03 | +8.111355e-02
+7.457171e-03 | +8.119335e-02
-9.848455e-03 | -8.126430e-02
+1.404861e-02 | -8.132640e-02
-1.254362e-02 | -8.137965e-02
+1.049192e-02 | +8.142402e-02
-5.374758e-03 | -8.145953e-02
+4.769154e-03 | -8.148617e-02
-1.935246e-03 | +8.150393e-02
-3.781340e-03 | +8.151280e-02
+1.665592e-02 | -8.151280e-02
-2.379769e-02 | -8.150393e-02
+2.947507e-02 | +8.148617e-02
-3.675800e-02 | +8.145953e-02
+3.771745e-02 | -8.142402e-02
-3.524734e-02 | -8.137965e-02
+2.782527e-02 | -8.132640e-02
-1.588257e-02 | +8.126430e-02
+8.194933e-03 | -8.119335e-02
-7.510976e-03 | -8.111355e-02
+7.724645e-04 | -8.102491e-02
+6.021588e-03 | +8.092745e-02
-1.652346e-02 | +8.082117e-02
+2.548914e-02 | -8.070609e-02
-4.568363e-02 | -8.058222e-02
+5.639941e-02 | +8.044956e-02
-6.391699e-02 | +8.030815e-02
+7.289191e-02 | -8.015799e-02
-8.902606e-02 | +7.999909e-02
+1.128313e-01 | +7.983148e-02
-1.355031e-01 | +7.965517e-02
+1.528571e-01 | -7.947019e-02
-1.707340e-01 | -7.927655e-02
+1.799760e-01 | +7.907427e-02
-1.827328e-01 | +7.886338e-02
+1.915424e-01 | -7.864390e-02
-1.976155e-01 | +7.841585e-02
+2.041277e-01 | +7.817926e-02
-2.084817e-01 | +7.793416e-02
+2.055923e-01 | -7.768056e-02
-2.048063e-01 | -7.741850e-02
+2.014074e-01 | +7.714801e-02
-2.002145e-01 | +7.686911e-02
+2.079115e-01 | -7.658185e-02
-2.136990e-01 | -7.628623e-02
+2.140235e-01 | +7.598231e-02
-2.083353e-01 | +7.567011e-02
+2.012340e-01 | -7.534967e-02
-1.924227e-01 | +7.502102e-02
+1.873370e-01 | +7.468420e-02
-1.789920e-01 | +7.433924e-02
+1.666430e-01 | -7.398618e-02
-1.547621e-01 | -7.362507e-02
+1.505881e-01 | +7.325593e-02
-1.475084e-01 | +7.287882e-02
+1.291362e-01 | -7.249376e-02
-1.184152e-01 | -7.210081e-02
+1.103130e-01 | +7.170000e-02
-1.010849e-01 | +7.129138e-02
+8.052278e-02 | -7.087500e-02
-6.629037e-02 | -7.045090e-02
+5.002576e-02 | +7.001912e-02
-3.773164e-02 | -6.957971e-02
+2.756853e-02 | -6.913273e-02
-2.428543e-02 | -6.867821e-02
+1.735569e-02 | +6.821622e-02
-1.013079e-02 | +6.774679e-02
+7.080495e-03 | -6.726998e-02
+4.983216e-03 | -6.678584e-02
-1.283401e-02 | +6.629443e-02
+1.720438e-02 | +6.579580e-02
-1.901242e-02 | -6.529000e-02
+2.072466e-02 | -6.477708e-02
-2.383710e-02 | +6.425711e-02
+1.587740e-02 | +6.373014e-02
-1.623014e-02 | -6.319623e-02
+1.222089e-02 | -6.265544e-02
-1.400774e-02 | +6.210782e-02
+1.340804e-02 | +6.155343e-02
-1.115828e-02 | -6.099234e-02
+2.590679e-03 | +6.042460e-02
+2.204723e-03 | +5.985028e-02
-5.883090e-03 | +5.926944e-02
+2.143325e-03 | -5.868215e-02
-2.840129e-03 | -5.808846e-02
+5.409589e-03 | +5.748845e-02
-8.653104e-03 | +5.688217e-02
+9.046624e-03 | -5.626970e-02
-5.689021e-03 | -5.565109e-02
+2.076099e-03 | +5.502643e-02
-2.539696e-03 | +5.439577e-02
-5.582606e-04 | -5.375918e-02
+4.396363e-03 | +5.311674e-02
-3.908722e-03 | +5.246851e-02
+6.098051e-04 | -5.181457e-02
+7.586165e-04 | -5.115498e-02
+2.643928e-03 | -5.048982e-02
-3.718251e-03 | +4.981916e-02
-1.896692e-03 | +4.914307e-02
+5.555068e-03 | -4.846163e-02
-7.538549e-03 | -4.777491e-02
+5.862439e-03 | +4.708299e-02
-4.588734e-03 | +4.638594e-02
+1.614687e-03 | -4.568383e-02
+4.822973e-03 | -4.497675e-02
-6.612207e-03 | +4.426477e-02
+2.444976e-03 | -4.354796e-02
+2.227826e-03 | -4.282641e-02
-7.410791e-04 | +4.210020e-02
+4.210137e-04 | +4.136940e-02
-3.491614e-04 | -4.063410e-02
-3.102666e-03 | -3.989436e-02
+3.626949e-03 | +3.915029e-02
-1.142241e-03 | +3.840194e-02
-4.099678e-03 | -3.764942e-02
+2.834051e-03 | -3.689279e-02
+2.637804e-04 | +3.613214e-02
-1.173271e-04 | +3.536756e-02
+3.088342e-04 | -3.459913e-02
-2.235944e-03 | -3.382692e-02
